LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,TotalSF,OverallQual_TotalSF,OverallQual_GrLivArea,OverallQual_TotRmsAbvGrd,GarageArea_YearBuilt,IsRemod,BltRemodDiff,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
80.0,12384,1,1,3,3,0,5,7,7,1976,1976,0,9,10,233.0,3,4,1,2,4,3,6,0.0,6,0.0,793.0,793.0,4,1,1142,793,0,1935,0.0,0.0,2,1,3,1,3,7,6,1,5,1976.0,2,2.0,550.0,5,5,2,0,113,252,0,0,0,3,4,0,2728.0,19096.0,13545,49,1086800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,197900
52.0,46589,1,1,1,3,0,5,8,7,1994,2005,0,12,13,528.0,2,4,2,2,1,3,2,1361.0,5,180.0,88.0,1629.0,0,1,1686,762,0,2448,1.0,0.0,2,1,4,1,2,8,6,1,5,1994.0,2,3.0,711.0,5,5,2,517,76,0,0,0,0,3,4,0,4077.0,32616.0,19584,64,1417734.0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,402000
120.0,13560,1,1,3,3,0,2,6,3,1968,1968,0,13,14,216.0,3,4,1,1,0,3,6,0.0,6,0.0,1392.0,1392.0,2,1,1392,0,0,1392,1.0,0.0,1,0,2,1,3,5,1,2,5,1968.0,2,2.0,576.0,5,5,2,0,0,240,0,0,0,3,4,0,2784.0,16704.0,8352,30,1133568.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,110000
90.0,10012,1,1,3,3,0,6,4,5,1972,1972,0,9,10,0.0,3,4,1,2,4,0,1,920.0,5,180.0,38.0,1138.0,4,1,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,6,0,3,1974.0,2,2.0,588.0,5,5,2,0,0,180,0,0,0,3,2,0,2319.0,9276.0,4724,24,1159536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,137500
49.0,20896,1,1,1,3,0,2,8,5,2005,2006,0,12,13,0.0,2,4,2,0,4,2,2,1721.0,6,0.0,356.0,2077.0,0,1,2097,0,0,2097,1.0,0.0,1,1,1,1,0,8,6,1,0,2005.0,0,3.0,1134.0,5,5,2,192,267,0,0,0,0,3,4,0,4174.0,33392.0,16776,64,2273670.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,423000
106.0,11194,1,1,0,3,0,5,8,5,2000,2000,0,12,13,40.0,2,4,2,2,4,3,6,0.0,6,0.0,1406.0,1406.0,0,1,1454,482,0,1936,0.0,0.0,2,1,3,1,2,7,6,1,5,2000.0,2,2.0,504.0,5,5,2,188,124,0,0,0,0,3,4,0,3342.0,26736.0,15488,56,1008000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,230500
73.0,18450,1,1,0,3,0,5,6,5,1965,1979,4,9,10,113.0,3,2,1,2,4,3,3,187.0,5,723.0,111.0,1021.0,4,1,1465,915,0,2380,0.0,0.0,2,1,3,1,3,7,5,1,4,1965.0,3,2.0,596.0,5,5,2,0,265,0,0,0,0,3,4,0,3401.0,20406.0,14280,42,1171140.0,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129000
65.0,8125,1,1,3,3,0,2,6,5,1994,1998,0,6,6,258.0,3,4,2,2,4,3,2,1138.0,6,0.0,270.0,1408.0,0,1,1679,0,0,1679,1.0,0.0,2,0,3,1,2,7,6,1,1,1994.0,2,2.0,575.0,5,5,2,224,42,0,0,0,0,3,4,0,3087.0,18522.0,10074,42,1146550.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,193500
71.0,14175,1,1,3,0,1,2,5,6,1956,1987,0,5,14,0.0,3,4,1,4,4,3,5,988.0,6,0.0,200.0,1188.0,2,1,1437,0,0,1437,1.0,0.0,1,1,3,1,3,6,3,1,5,1999.0,3,2.0,576.0,5,5,2,304,0,0,0,0,0,3,4,0,2625.0,13125.0,7185,30,1126656.0,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,168000
80.0,11600,1,1,3,3,0,2,4,5,1922,1950,0,8,8,0.0,3,4,0,1,4,3,6,0.0,6,0.0,700.0,700.0,0,1,1180,0,0,1180,0.0,0.0,1,0,2,1,1,5,6,1,2,1922.0,3,1.0,252.0,5,1,2,0,0,67,0,0,0,3,4,0,1880.0,7520.0,4720,20,484344.0,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,137500
64.0,8633,1,1,3,3,0,5,6,5,2005,2005,0,12,13,0.0,2,4,2,2,4,3,2,193.0,6,0.0,545.0,738.0,0,1,738,738,0,1476,1.0,0.0,2,1,3,1,2,7,6,0,3,2005.0,0,2.0,540.0,5,5,2,100,35,0,0,0,0,3,4,0,2214.0,13284.0,8856,42,1082700.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,173500
54.0,6629,1,1,3,3,0,5,6,6,1925,1950,0,13,14,0.0,3,2,0,4,4,3,1,551.0,6,0.0,121.0,672.0,4,0,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,6,0,3,1930.0,3,1.0,300.0,5,5,2,147,0,0,0,0,0,3,4,0,2041.0,12246.0,8214,36,577500.0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,103600
68.0,11250,1,1,0,3,0,2,6,6,1977,1977,0,9,10,0.0,2,4,1,2,4,3,0,767.0,6,0.0,441.0,1208.0,4,1,1208,0,0,1208,1.0,0.0,1,1,3,1,3,6,6,1,5,1977.0,2,2.0,546.0,5,5,2,198,42,0,0,0,0,3,4,0,2416.0,14496.0,7248,36,1079442.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,165000
110.0,14442,1,1,3,3,0,2,6,7,1957,2004,0,5,5,106.0,3,4,2,4,4,3,2,1186.0,6,0.0,291.0,1477.0,0,1,1839,0,0,1839,1.0,0.0,2,0,3,1,2,7,6,2,5,1957.0,0,2.0,416.0,5,5,2,0,87,0,0,200,0,3,4,0,3316.0,19896.0,11034,42,814112.0,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,257500
80.0,9200,1,1,3,3,0,2,6,6,1965,1965,0,6,6,0.0,3,4,1,4,4,3,5,892.0,6,0.0,244.0,1136.0,4,1,1136,0,0,1136,1.0,0.0,1,0,3,1,3,5,6,1,2,1965.0,2,1.0,384.0,5,5,2,426,0,0,0,0,0,3,4,0,2272.0,13632.0,6816,30,754560.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140000
24.0,2289,1,1,3,3,0,5,6,6,1978,1978,0,9,2,0.0,3,4,1,4,4,3,0,311.0,6,0.0,544.0,855.0,4,1,855,586,0,1441,0.0,0.0,2,1,3,1,3,7,6,1,5,1978.0,3,2.0,440.0,5,5,2,28,0,0,0,0,0,3,4,0,2296.0,13776.0,8646,42,870320.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,148500
60.0,9600,1,0,3,3,0,5,4,2,1900,1950,0,0,12,0.0,3,4,0,4,0,3,6,0.0,6,0.0,1095.0,1095.0,1,0,1095,679,0,1774,1.0,0.0,2,0,4,2,3,8,3,0,3,1920.0,3,3.0,779.0,1,1,0,0,0,90,0,0,0,3,4,0,2869.0,11476.0,7096,32,1480100.0,1,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,87000
52.0,9022,1,1,3,3,0,2,5,8,1924,2006,0,12,13,0.0,2,4,0,4,4,3,6,0.0,6,0.0,768.0,768.0,0,1,792,0,0,792,0.0,0.0,1,0,2,1,2,5,6,0,3,1924.0,3,1.0,240.0,1,1,0,316,0,120,0,0,0,3,4,0,1560.0,7800.0,3960,25,461760.0,1,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,109500
80.0,11844,1,1,0,3,0,2,8,5,2008,2008,0,12,13,464.0,2,4,2,0,4,2,6,0.0,6,0.0,2046.0,2046.0,0,1,2046,0,0,2046,0.0,0.0,2,1,3,1,2,7,6,1,2,2008.0,0,3.0,834.0,5,5,2,322,82,0,0,0,0,3,4,0,4092.0,32736.0,16368,56,1674672.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,372500
71.0,9945,1,1,0,3,0,2,5,5,1961,1961,0,13,14,57.0,3,4,1,4,4,3,5,827.0,6,0.0,161.0,988.0,4,1,988,0,0,988,1.0,0.0,1,0,3,1,3,5,6,0,3,1963.0,3,2.0,572.0,5,5,2,0,0,0,0,0,0,3,4,0,1976.0,9880.0,4940,25,1121692.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,128500
50.0,8012,1,1,3,3,0,2,6,5,1980,1980,0,9,10,0.0,3,4,1,2,4,3,1,543.0,1,119.0,261.0,923.0,4,1,923,0,0,923,0.0,0.0,2,0,2,1,3,5,6,1,5,1980.0,2,1.0,264.0,5,5,2,80,0,0,0,0,0,3,4,0,1846.0,11076.0,5538,30,522720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,143000
55.0,4500,1,2,1,0,0,0,5,5,1932,2000,0,12,12,0.0,3,4,0,4,4,3,5,182.0,6,0.0,611.0,793.0,0,1,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,6,0,3,1968.0,3,1.0,281.0,5,5,2,0,0,56,0,0,0,3,4,0,2313.0,11565.0,7600,30,542892.0,1,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,159434
80.0,2887,1,1,3,1,0,2,6,5,1996,1997,0,13,14,0.0,3,4,2,2,4,2,2,1003.0,6,0.0,288.0,1291.0,0,1,1291,0,0,1291,1.0,0.0,1,0,2,1,2,6,6,1,2,1996.0,3,2.0,431.0,5,5,2,307,0,0,0,0,0,3,4,0,2582.0,15492.0,7746,36,860276.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,173000
90.0,11248,1,1,0,3,0,2,9,5,2002,2002,0,12,13,215.0,2,4,2,2,4,0,2,1059.0,6,0.0,567.0,1626.0,0,1,1668,0,0,1668,1.0,0.0,2,0,3,1,2,7,6,1,5,2002.0,0,3.0,702.0,5,5,2,257,45,0,0,0,0,3,4,0,3294.0,29646.0,15012,63,1405404.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,285000
58.0,16770,1,1,1,3,0,5,7,5,1998,1998,0,12,13,30.0,2,4,2,2,4,3,6,0.0,6,0.0,1195.0,1195.0,2,1,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,6,0,3,1998.0,0,2.0,486.0,5,5,2,0,81,0,0,0,0,3,4,0,3034.0,21238.0,12873,49,971028.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,221000
61.5,5062,1,1,0,3,0,5,7,5,1984,1984,0,6,6,0.0,2,4,1,2,4,2,2,828.0,3,182.0,180.0,1190.0,2,1,1190,900,0,2090,1.0,0.0,2,0,3,1,2,6,2,1,5,1984.0,0,2.0,577.0,5,5,2,219,0,0,0,0,0,3,4,0,3280.0,22960.0,14630,42,1144768.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,207500
84.0,10207,1,1,3,3,0,5,7,6,2007,2007,0,12,13,0.0,2,4,2,2,4,3,6,0.0,6,0.0,874.0,874.0,0,1,874,887,0,1761,0.0,0.0,3,0,3,1,2,7,6,0,3,2007.0,0,2.0,578.0,5,5,2,144,105,0,0,0,0,3,4,0,2635.0,18445.0,12327,49,1160046.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,227875
73.5,5105,1,1,1,3,0,5,7,5,2004,2004,0,8,8,0.0,2,4,2,2,4,3,2,239.0,6,0.0,312.0,551.0,0,1,551,551,0,1102,0.0,0.0,2,1,2,1,2,4,6,0,3,2004.0,3,2.0,480.0,5,5,2,0,60,0,0,0,0,3,4,0,1653.0,11571.0,7714,28,961920.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,148800
60.0,8089,1,1,3,1,0,2,8,6,2007,2007,0,8,8,0.0,2,4,2,2,4,0,2,945.0,6,0.0,474.0,1419.0,0,1,1419,0,0,1419,1.0,0.0,2,0,2,1,2,7,6,1,2,2007.0,2,2.0,567.0,5,5,2,140,0,0,0,0,0,3,4,0,2838.0,22704.0,11352,56,1137969.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,392000
